transaction_id,user_id,amount,transaction_type,category,transaction_date,merchant,is_suspicious
179,225,32784.17,credit,food,2025-10-06 09:05:19.224676,Merchant_77,False
180,747,30721.14,debit,food,2025-08-24 09:26:19.224676,Merchant_28,True
181,849,48509.42,debit,withdrawal,2025-08-26 09:53:19.224676,Merchant_18,True
182,971,44179.74,credit,withdrawal,2025-06-06 21:08:19.224676,Merchant_59,False
183,124,36028.68,debit,withdrawal,2025-06-25 21:42:19.224676,Merchant_22,True
184,643,20090.12,credit,transport,2025-10-18 14:10:19.224676,Merchant_53,False
185,872,5175.88,credit,salary,2025-07-16 08:28:19.224676,Merchant_30,False
186,150,37996.35,debit,health,2025-10-08 21:12:19.224676,Merchant_67,True
187,515,11619.79,debit,shopping,2025-09-04 13:48:19.224676,Merchant_79,False
188,689,18892.75,debit,entertainment,2025-09-16 15:23:19.224676,Merchant_38,False
189,168,40818.86,debit,health,2025-07-06 22:42:19.224676,Merchant_27,True
190,624,43536.98,debit,health,2025-07-23 20:29:19.224676,Merchant_88,True
191,116,6084.24,credit,salary,2025-06-09 04:55:19.224676,Merchant_83,False
192,527,14461.91,debit,health,2025-08-27 16:33:19.224676,Merchant_43,False
193,957,44164.41,debit,health,2025-09-25 09:14:19.224676,Merchant_66,True
194,718,43558.5,credit,health,2025-09-06 15:07:19.224676,Merchant_6,False
195,281,20055.45,credit,transport,2025-06-26 20:32:19.224676,Merchant_39,False
196,515,43132.09,credit,transfer,2025-10-29 03:30:19.224676,Merchant_76,False
197,502,40336.39,debit,withdrawal,2025-08-10 09:14:19.224676,Merchant_21,True
198,350,37534.63,credit,entertainment,2025-09-19 08:49:19.224676,Merchant_67,False
199,405,23570.82,debit,health,2025-09-05 02:56:19.224676,Merchant_8,False
200,553,30398.3,credit,health,2025-07-21 17:33:19.224676,Merchant_90,False
201,197,35724.03,debit,shopping,2025-05-24 17:59:19.224676,Merchant_30,True
202,919,24178.27,debit,salary,2025-09-07 14:26:19.224676,Merchant_31,False
203,9,33800.57,debit,transport,2025-05-20 15:07:19.224676,Merchant_76,True
204,988,3569.63,debit,withdrawal,2025-09-26 12:54:19.224676,Merchant_97,False
205,161,5117.65,credit,food,2025-09-04 23:00:19.224676,Merchant_18,False
206,826,4752.31,credit,food,2025-06-19 09:41:19.224676,Merchant_19,False
207,990,15899.53,debit,transport,2025-09-30 05:55:19.224676,Merchant_67,False
208,252,31888.91,credit,health,2025-06-02 22:34:19.224676,Merchant_42,False
209,99,822.61,credit,transfer,2025-10-04 09:41:19.224676,Merchant_12,False
210,616,21977.69,credit,food,2025-08-27 05:40:19.224676,Merchant_91,False
211,115,30075.83,debit,food,2025-06-21 22:48:19.224676,Merchant_9,True
212,965,30143.4,debit,transport,2025-10-19 09:20:19.224676,Merchant_47,True
213,250,8404.95,credit,withdrawal,2025-06-18 04:49:19.224676,Merchant_93,False
214,202,26082.2,debit,withdrawal,2025-06-12 23:39:19.224676,Merchant_95,False
215,688,4657.18,debit,health,2025-09-18 09:49:19.224676,Merchant_16,False
216,515,16044.52,debit,transport,2025-09-29 03:13:19.224676,Merchant_94,False
217,254,32753.76,debit,salary,2025-08-01 22:06:19.224676,Merchant_32,True
218,992,35987.15,credit,food,2025-05-13 13:12:19.224676,Merchant_91,False
219,385,7909.35,debit,salary,2025-06-20 01:51:19.224676,Merchant_95,False
220,919,32973.37,credit,shopping,2025-10-30 12:55:19.224676,Merchant_68,False
221,490,22629.59,credit,entertainment,2025-06-09 02:20:19.224676,Merchant_80,False
222,401,34661.19,debit,salary,2025-05-21 17:00:19.224676,Merchant_11,True
223,638,8504.26,credit,withdrawal,2025-05-11 05:52:19.224676,Merchant_60,False
224,252,27559.95,debit,shopping,2025-05-24 12:41:19.224676,Merchant_60,False
225,178,47298.86,credit,transfer,2025-05-08 18:49:19.224676,Merchant_75,False
226,689,43381.44,debit,transport,2025-08-27 06:07:19.224676,Merchant_58,True
227,698,1429.67,credit,withdrawal,2025-06-19 00:23:19.224676,Merchant_25,False
228,296,14947.36,credit,transfer,2025-08-28 18:13:19.224676,Merchant_1,False
229,763,8298.11,credit,transfer,2025-10-16 14:35:19.224676,Merchant_80,False
230,446,44152.33,credit,food,2025-09-15 21:54:19.224676,Merchant_31,False
231,60,21282.13,debit,transfer,2025-05-25 00:08:19.224676,Merchant_68,False
232,347,1626.99,debit,salary,2025-06-12 21:12:19.224676,Merchant_90,False
233,866,36275.55,debit,entertainment,2025-11-02 11:37:19.224676,Merchant_33,True
234,556,30447.73,debit,transfer,2025-08-08 09:52:19.224676,Merchant_36,True
235,518,12289.52,credit,transport,2025-07-27 11:44:19.224676,Merchant_67,False
236,22,33387.84,debit,health,2025-09-21 02:56:19.224676,Merchant_40,True
237,838,44784.98,credit,transfer,2025-07-26 11:42:19.224676,Merchant_32,False
238,71,44208.96,debit,transfer,2025-06-11 11:34:19.224676,Merchant_47,True
239,714,37047.59,debit,withdrawal,2025-06-12 12:04:19.224676,Merchant_48,True
240,799,21555.89,debit,health,2025-11-02 07:46:19.224676,Merchant_42,False
241,394,9361.37,credit,health,2025-09-03 18:46:19.224676,Merchant_7,False
242,341,33783.61,debit,health,2025-05-16 16:45:19.224676,Merchant_56,True
243,356,14390.88,debit,transfer,2025-11-01 06:57:19.224676,Merchant_80,False
244,748,41324.3,debit,health,2025-07-19 06:28:19.224676,Merchant_36,True
245,983,30093.02,credit,salary,2025-06-15 06:33:19.224676,Merchant_14,False
246,405,843.42,credit,salary,2025-10-04 23:57:19.224676,Merchant_70,False
247,510,14694.65,credit,health,2025-10-19 21:00:19.224676,Merchant_80,False
248,779,40080.32,credit,salary,2025-06-25 16:16:19.224676,Merchant_83,False
249,290,1268.22,credit,salary,2025-08-17 08:32:19.224676,Merchant_70,False
250,790,11106.79,debit,health,2025-09-10 18:34:19.224676,Merchant_47,False
251,142,6819.88,credit,withdrawal,2025-10-29 21:14:19.224676,Merchant_14,False
252,664,29297.84,debit,transfer,2025-09-14 20:32:19.224676,Merchant_80,False
253,676,32934.53,debit,transport,2025-06-25 08:28:19.224676,Merchant_88,True
254,296,30565.93,debit,withdrawal,2025-07-31 02:52:19.224676,Merchant_14,True
255,642,48456.81,debit,salary,2025-07-05 01:26:19.224676,Merchant_40,True
256,840,310.82,debit,shopping,2025-06-21 19:26:19.224676,Merchant_59,False
257,277,18786.85,debit,food,2025-09-21 10:08:19.224676,Merchant_48,False
258,579,22947.32,debit,withdrawal,2025-07-01 03:22:19.224676,Merchant_36,False
259,431,49727.67,credit,food,2025-05-26 16:31:19.224676,Merchant_14,False
260,671,42252.3,credit,salary,2025-06-26 23:39:19.224676,Merchant_12,False
261,72,17715.34,credit,health,2025-07-11 06:30:19.224676,Merchant_72,False
262,111,26330.35,credit,transfer,2025-09-17 18:35:19.224676,Merchant_12,False
263,559,30475.32,credit,transport,2025-07-27 13:35:19.224676,Merchant_30,False
264,761,4234.82,credit,food,2025-09-01 12:26:19.224676,Merchant_97,False
265,826,29888.36,credit,food,2025-09-07 07:11:19.224676,Merchant_55,False
266,650,21083.3,credit,transport,2025-09-18 18:39:19.224676,Merchant_90,False
267,885,28312.34,debit,health,2025-05-19 15:50:19.224676,Merchant_8,False
268,191,15484.5,credit,transport,2025-07-01 16:12:19.224676,Merchant_57,False
269,771,13802.97,credit,transport,2025-09-10 05:48:19.224676,Merchant_21,False
270,29,27988.66,credit,shopping,2025-07-17 21:07:19.224676,Merchant_83,False
271,321,28109.0,credit,transfer,2025-07-01 14:49:19.224676,Merchant_94,False
272,883,5244.57,debit,salary,2025-06-07 02:01:19.224676,Merchant_33,False
273,650,36877.23,credit,transport,2025-07-11 20:02:19.224676,Merchant_85,False
274,617,26991.77,credit,transport,2025-06-16 23:17:19.224676,Merchant_32,False
275,164,4771.72,debit,food,2025-10-09 09:30:19.224676,Merchant_99,False
276,745,32127.68,debit,shopping,2025-06-01 08:23:19.224676,Merchant_25,True
277,981,25743.16,debit,salary,2025-06-05 00:42:19.224676,Merchant_80,False
278,596,36452.37,debit,transfer,2025-10-29 10:41:19.224676,Merchant_9,True
279,480,21818.51,debit,transfer,2025-08-03 11:47:19.224676,Merchant_51,False
280,867,31730.44,credit,shopping,2025-08-31 07:56:19.224676,Merchant_35,False
281,393,48582.52,debit,salary,2025-08-10 09:23:19.224676,Merchant_39,True
282,911,40315.51,credit,transport,2025-07-14 02:34:19.224676,Merchant_38,False
283,73,35441.0,credit,shopping,2025-09-17 02:05:19.224676,Merchant_36,False
284,438,5350.47,credit,transfer,2025-08-14 11:50:19.224676,Merchant_52,False
285,485,41233.72,debit,entertainment,2025-09-15 12:15:19.224676,Merchant_43,True
286,87,38858.63,credit,shopping,2025-09-11 18:33:19.224676,Merchant_17,False
287,465,25855.06,debit,shopping,2025-07-28 14:52:19.224676,Merchant_97,False
288,959,32968.25,credit,health,2025-09-30 22:22:19.224676,Merchant_83,False
289,689,41279.43,debit,transfer,2025-07-21 21:47:19.224676,Merchant_64,True
290,216,27576.49,debit,withdrawal,2025-08-20 21:55:19.224676,Merchant_12,False
291,611,23422.64,credit,entertainment,2025-05-28 06:55:19.224676,Merchant_42,False
292,147,5180.72,credit,shopping,2025-09-27 20:09:19.224676,Merchant_3,False
293,806,10314.42,debit,food,2025-07-26 15:10:19.224676,Merchant_52,False
294,530,8587.7,credit,food,2025-05-24 12:26:19.224676,Merchant_83,False
295,307,34239.51,credit,entertainment,2025-08-17 18:08:19.224676,Merchant_34,False
296,134,35790.43,credit,salary,2025-07-09 14:37:19.224676,Merchant_38,False
297,226,36619.59,debit,transfer,2025-05-09 20:31:19.224676,Merchant_56,True
298,200,5740.32,debit,salary,2025-08-06 15:44:19.224676,Merchant_62,False
299,850,18425.49,debit,shopping,2025-06-03 17:43:19.224676,Merchant_76,False
300,780,48973.82,credit,shopping,2025-06-27 15:35:19.224676,Merchant_89,False
301,53,7576.53,debit,transfer,2025-07-12 22:08:19.224676,Merchant_39,False
302,166,20777.45,debit,shopping,2025-07-17 08:53:19.224676,Merchant_99,False
303,122,44576.7,debit,food,2025-07-15 12:01:19.224676,Merchant_96,True
304,968,4273.72,debit,salary,2025-05-08 10:15:19.224676,Merchant_19,False
305,287,1072.22,credit,withdrawal,2025-10-13 09:07:19.224676,Merchant_10,False
306,810,24528.19,credit,withdrawal,2025-09-07 09:24:19.224676,Merchant_72,False
307,184,16839.65,debit,food,2025-08-21 11:02:19.224676,Merchant_77,False
308,812,25153.32,credit,shopping,2025-11-03 00:48:19.224676,Merchant_24,False
309,229,35499.53,credit,food,2025-10-20 09:43:19.224676,Merchant_32,False
310,481,34294.15,credit,transfer,2025-07-03 04:12:19.224676,Merchant_90,False
311,222,2831.04,debit,food,2025-07-19 20:16:19.224676,Merchant_27,False
312,698,10327.57,credit,transfer,2025-08-07 04:11:19.224676,Merchant_64,False
313,351,47794.2,debit,health,2025-10-29 11:05:19.224676,Merchant_91,True
314,569,46933.6,debit,health,2025-07-27 02:17:19.224676,Merchant_89,True
315,972,37696.59,debit,transfer,2025-09-25 23:04:19.224676,Merchant_69,True
316,679,34461.16,debit,health,2025-07-05 22:48:19.224676,Merchant_99,True
317,806,6351.3,debit,transfer,2025-05-30 23:26:19.224676,Merchant_97,False
318,646,7133.49,debit,health,2025-10-06 22:15:19.224676,Merchant_3,False
319,16,47801.96,debit,entertainment,2025-08-05 10:36:19.224676,Merchant_90,True
320,818,14644.24,credit,withdrawal,2025-10-10 21:01:19.224676,Merchant_66,False
321,371,42461.57,credit,shopping,2025-06-05 08:58:19.224676,Merchant_34,False
322,430,26847.87,debit,entertainment,2025-06-12 10:30:19.224676,Merchant_88,False
323,942,37364.34,credit,entertainment,2025-10-01 10:00:19.224676,Merchant_32,False
324,510,13700.91,debit,transport,2025-07-21 13:53:19.224676,Merchant_47,False
325,743,12044.25,debit,transport,2025-08-14 00:21:19.224676,Merchant_43,False
326,290,49646.88,debit,food,2025-06-11 15:05:19.224676,Merchant_96,True
327,90,29562.35,debit,transfer,2025-07-18 11:47:19.224676,Merchant_60,False
328,939,19075.5,credit,salary,2025-08-12 09:13:19.224676,Merchant_90,False
329,95,46276.47,credit,entertainment,2025-06-28 18:12:19.224676,Merchant_29,False
330,109,21368.7,credit,withdrawal,2025-09-13 20:02:19.224676,Merchant_55,False
331,772,47936.63,credit,entertainment,2025-05-15 16:37:19.224676,Merchant_64,False
332,287,25446.83,debit,transport,2025-07-23 23:48:19.224676,Merchant_98,False
333,569,41780.4,credit,transport,2025-08-26 16:32:19.224676,Merchant_88,False
334,524,39806.78,debit,withdrawal,2025-07-08 03:36:19.224676,Merchant_80,True
335,263,34959.54,credit,transport,2025-08-04 14:24:19.224676,Merchant_25,False
336,45,20406.26,credit,withdrawal,2025-07-09 15:40:19.224676,Merchant_54,False
337,80,359.27,debit,salary,2025-09-24 06:17:19.224676,Merchant_28,False
338,53,38498.12,credit,food,2025-08-09 22:22:19.224676,Merchant_5,False
339,661,12035.59,credit,withdrawal,2025-07-19 04:38:19.224676,Merchant_47,False
340,14,9149.5,debit,entertainment,2025-06-15 01:57:19.224676,Merchant_21,False
341,213,22098.04,credit,food,2025-09-18 11:41:19.224676,Merchant_57,False
342,137,29171.94,debit,shopping,2025-06-12 04:55:19.224676,Merchant_42,False
343,44,23243.4,credit,salary,2025-06-17 17:56:19.224676,Merchant_36,False
